S0,K,T,C_mkt,iv_market
662.8,585.0,0.04,89.15,0.5100757000732423
662.8,590.0,0.04,71.57,0.48376981079101566
662.8,595.0,0.04,90.71,0.4616142706298829
662.8,600.0,0.04,66.58,0.44220528503417966
662.8,605.0,0.04,71.7,0.38410039733886714
662.8,610.0,0.04,54.0,0.3689638299560547
662.8,615.0,0.04,52.96,0.34943277526855465
662.8,620.0,0.04,42.55,0.3288641333007812
662.8,625.0,0.04,41.16,0.3166572241210937
662.8,630.0,0.04,36.66,0.3018258294677735
662.8,635.0,0.04,33.69,0.286567192993164
662.8,640.0,0.04,26.08,0.27280390289306633
662.8,641.0,0.04,26.79,0.2706371765136719
662.8,642.0,0.04,26.57,0.2647778601074219
662.8,643.0,0.04,26.46,0.26618165466308596
662.8,644.0,0.04,25.5,0.262275443725586
662.8,645.0,0.04,24.85,0.25986457916259764
662.8,646.0,0.04,21.51,0.2578809564208985
662.8,647.0,0.04,20.4,0.2544325045776368
662.8,648.0,0.04,22.49,0.2525404336547852
662.8,649.0,0.04,20.74,0.2488478436279297
662.8,650.0,0.04,21.93,0.24652853088378907
662.8,651.0,0.04,20.2,0.24420921813964847
662.8,652.0,0.04,18.52,0.24088283538818356
662.8,653.0,0.04,19.82,0.23847197082519528
662.8,654.0,0.04,18.0,0.23535920898437498
662.8,655.0,0.04,17.27,0.23316196533203126
662.8,656.0,0.04,15.52,0.2307816180419922
662.8,657.0,0.04,16.51,0.22769937347412106
662.8,658.0,0.04,16.09,0.2255021298217773
662.8,659.0,0.04,14.74,0.2224198852539062
662.8,660.0,0.04,14.6,0.22089402160644528
662.8,661.0,0.04,13.94,0.2179643634033203
662.8,662.0,0.04,13.1,0.21549246429443358
662.8,663.0,0.04,12.61,0.21265435791015624
662.8,664.0,0.04,11.92,0.2104571142578125
662.8,665.0,0.04,11.15,0.20804624969482416
662.8,666.0,0.04,10.81,0.20557435058593748
662.8,667.0,0.04,10.0,0.20270572692871092
662.8,668.0,0.04,9.43,0.2002643450927734
662.8,669.0,0.04,8.93,0.19773141143798828
662.8,670.0,0.04,8.3,0.19599192687988282
662.8,671.0,0.04,7.8,0.19330640686035155
662.8,672.0,0.04,7.3,0.19117019775390626
662.8,673.0,0.04,6.91,0.1889729541015625
662.8,674.0,0.04,6.46,0.18647053771972655
662.8,675.0,0.04,5.77,0.18439536315917968
662.8,676.0,0.04,5.6,0.18180139495849607
662.8,677.0,0.04,5.19,0.17984828948974607
662.8,678.0,0.04,4.71,0.17774259765625
662.8,679.0,0.04,4.4,0.17508759490966797
662.8,680.0,0.04,4.04,0.17264621307373051
662.8,681.0,0.04,3.59,0.17112034942626952
662.8,682.0,0.04,3.23,0.16901465759277345
662.8,683.0,0.04,3.06,0.16697000030517584
662.8,684.0,0.04,2.75,0.16523051574707032
662.8,685.0,0.04,2.51,0.16358258300781253
662.8,686.0,0.04,2.19,0.16126327026367188
662.8,687.0,0.04,1.96,0.16010361389160155
662.8,688.0,0.04,1.73,0.15827257751464846
662.8,689.0,0.04,1.66,0.15656361022949222
662.8,690.0,0.04,1.41,0.1550377465820313
662.8,691.0,0.04,1.33,0.1538170556640625
662.8,692.0,0.04,1.12,0.15320671020507814
662.8,693.0,0.04,1.01,0.15143670837402345
662.8,694.0,0.04,0.9,0.15039912109375003
662.8,695.0,0.04,0.75,0.1489342919921875
662.8,696.0,0.04,0.71,0.14795773925781253
662.8,697.0,0.04,0.61,0.14917843017578125
662.8,698.0,0.04,0.47,0.147469462890625
662.8,699.0,0.04,0.47,0.1469811865234375
662.8,700.0,0.04,0.44,0.147469462890625
662.8,701.0,0.04,0.29,0.14563842651367187
662.8,702.0,0.04,0.26,0.14624877197265623
662.8,703.0,0.04,0.26,0.14576049560546872
662.8,704.0,0.04,0.22,0.1450280810546875
662.8,705.0,0.04,0.23,0.14576049560546872
662.8,706.0,0.04,0.21,0.14649291015625
662.8,707.0,0.04,0.18,0.14576049560546872
662.8,708.0,0.04,0.17,0.14600463378906248
662.8,709.0,0.04,0.14,0.14576049560546872
662.8,710.0,0.04,0.14,0.14673704833984375
662.8,715.0,0.04,0.08,0.14991084472656252
662.8,720.0,0.04,0.05,0.1538170556640625
662.8,725.0,0.04,0.05,0.16162947753906248
662.8,730.0,0.04,0.04,0.16797707031250003
662.8,735.0,0.04,0.04,0.178719150390625
662.8,740.0,0.04,0.03,0.18946123046875002
662.8,745.0,0.04,0.03,0.19336744140625
662.8,750.0,0.04,0.02,0.20313296874999998
662.8,755.0,0.04,0.02,0.21289849609375
662.8,760.0,0.04,0.02,0.22266402343749997
662.8,765.0,0.04,0.02,0.23242955078125
662.8,770.0,0.04,0.02,0.242195078125
662.8,775.0,0.04,0.02,0.25196060546875
662.8,780.0,0.04,0.02,0.25977302734375
662.8,785.0,0.04,0.02,0.2695385546875
662.8,790.0,0.04,0.02,0.2695385546875
662.8,580.0,0.12,94.13,0.35904571624755854
662.8,630.0,0.12,39.59,0.25724009368896483
662.8,640.0,0.12,30.6,0.23818205673217768
662.8,645.0,0.12,31.25,0.2277604080200195
662.8,650.0,0.12,25.71,0.2187730711364746
662.8,655.0,0.12,23.02,0.21033504516601562
662.8,656.0,0.12,21.92,0.20734435241699217
662.8,657.0,0.12,21.61,0.20710021423339842
662.8,658.0,0.12,19.65,0.20514710876464842
662.8,659.0,0.12,21.32,0.20343814147949218
662.8,660.0,0.12,20.52,0.20218693328857418
662.8,661.0,0.12,17.94,0.2004169314575195
662.8,662.0,0.12,19.26,0.1981281359863281
662.8,663.0,0.12,18.3,0.19736520416259767
662.8,664.0,0.12,17.76,0.19535106414794923
662.8,665.0,0.12,17.13,0.19385571777343752
662.8,666.0,0.12,16.66,0.19208571594238283
662.8,667.0,0.12,13.9,0.19051407638549805
662.8,668.0,0.12,13.74,0.18863726409912107
662.8,669.0,0.12,13.79,0.1873097627258301
662.8,670.0,0.12,14.33,0.1858754508972168
662.8,671.0,0.12,13.75,0.18422751815795896
662.8,672.0,0.12,11.8,0.1825948440551758
662.8,673.0,0.12,11.76,0.18116053222656248
662.8,674.0,0.12,10.21,0.17960415130615232
662.8,675.0,0.12,11.7,0.17829190856933597
662.8,676.0,0.12,9.39,0.1771627694702148
662.8,677.0,0.12,10.45,0.1756063885498047
662.8,678.0,0.12,9.99,0.1739279385375977
662.8,679.0,0.12,9.64,0.17256991989135745
662.8,680.0,0.12,9.07,0.1712119012451172
662.8,681.0,0.12,7.5,0.16980810668945315
662.8,682.0,0.12,8.17,0.16864845031738285
662.8,683.0,0.12,7.33,0.16736672485351564
662.8,684.0,0.12,7.43,0.16605448211669926
662.8,685.0,0.12,7.09,0.1647269807434082
662.8,686.0,0.12,6.43,0.16352154846191408
662.8,687.0,0.12,5.38,0.16202620208740232
662.8,688.0,0.12,6.05,0.1612785289001465
662.8,689.0,0.12,4.98,0.16028671752929688
662.8,690.0,0.12,5.47,0.1590049920654297
662.8,691.0,0.12,4.52,0.15784533569335937
662.8,692.0,0.12,4.8,0.15692981750488283
662.8,693.0,0.12,4.51,0.15589223022460938
662.8,694.0,0.12,4.18,0.15482412567138676
662.8,695.0,0.12,4.05,0.15378653839111328
662.8,696.0,0.12,3.36,0.15287102020263676
662.8,697.0,0.12,3.55,0.1524437783813477
662.8,698.0,0.12,2.65,0.1505517074584961
662.8,699.0,0.12,2.76,0.14997187927246097
662.8,700.0,0.12,2.86,0.149422568359375
662.8,701.0,0.12,2.65,0.1487511883544922
662.8,702.0,0.12,2.03,0.14789670471191407
662.8,704.0,0.12,2.07,0.14731687652587894
662.8,705.0,0.12,2.04,0.1464013583374023
662.8,707.0,0.12,1.83,0.14539428833007811
662.8,709.0,0.12,1.29,0.14469239105224607
662.8,710.0,0.12,1.44,0.14414308013916016
662.8,715.0,0.12,1.01,0.1430749755859375
662.8,720.0,0.12,0.65,0.14313601013183597
662.8,725.0,0.12,0.54,0.14331911376953127
662.8,730.0,0.12,0.37,0.14380739013671873
662.8,735.0,0.12,0.3,0.14600463378906248
662.8,740.0,0.12,0.22,0.14722532470703126
662.8,745.0,0.12,0.18,0.149422568359375
662.8,750.0,0.12,0.14,0.15161981201171876
662.8,755.0,0.12,0.13,0.15552602294921875
662.8,770.0,0.12,0.07,0.165047412109375
662.8,790.0,0.12,0.05,0.18360191406249998
662.8,345.0,0.25,343.0,0.7877218493652343
662.8,350.0,0.25,320.74,0.7749656292724609
662.8,365.0,0.25,304.51,0.7418238708496092
662.8,385.0,0.25,291.95,0.6982452050781252
662.8,390.0,0.25,263.91,0.8656019299316406
662.8,395.0,0.25,285.26,0.6751741467285157
662.8,400.0,0.25,262.97,0.6597934411621094
662.8,405.0,0.25,270.59,0.6547275738525393
662.8,420.0,0.25,249.2,0.6224402990722657
662.8,435.0,0.25,230.64,0.5897868170166016
662.8,440.0,0.25,243.73,0.5775188732910157
662.8,455.0,0.25,213.23,0.5507857421875001
662.8,460.0,0.25,208.64,0.543644700317383
662.8,465.0,0.25,208.13,0.532109171142578
662.8,470.0,0.25,201.2,0.5225572647094726
662.8,475.0,0.25,193.41,0.512578116455078
662.8,480.0,0.25,186.6,0.5047046600341796
662.8,485.0,0.25,179.86,0.5222215747070311
662.8,490.0,0.25,174.54,0.5101367346191408
662.8,495.0,0.25,183.85,0.5021106918334962
662.8,500.0,0.25,170.41,0.4808706698608398
662.8,505.0,0.25,173.47,0.4805960144042969
662.8,510.0,0.25,186.15,0.46951824432373046
662.8,515.0,0.25,155.4,0.46176685699462894
662.8,520.0,0.25,170.31,0.45371029693603515
662.8,525.0,0.25,164.25,0.44336494140625
662.8,530.0,0.25,155.89,0.43338579315185544
662.8,535.0,0.25,136.92,0.4233456103515625
662.8,540.0,0.25,136.3,0.4115049084472656
662.8,545.0,0.25,127.16,0.4043486079406738
662.8,550.0,0.25,124.07,0.377661252746582
662.8,555.0,0.25,119.07,0.36961995132446285
662.8,560.0,0.25,113.61,0.36249416809082036
662.8,565.0,0.25,116.86,0.354376573486328
662.8,570.0,0.25,122.23,0.34570966796874997
662.8,575.0,0.25,99.56,0.337622590637207
662.8,580.0,0.25,95.83,0.32875732284545894
662.8,585.0,0.25,90.48,0.3235846450805663
662.8,590.0,0.25,85.79,0.31439894592285156
662.8,595.0,0.25,89.58,0.30727316268920896
662.8,600.0,0.25,76.38,0.29929289581298824
662.8,605.0,0.25,72.5,0.29230444030761704
662.8,610.0,0.25,68.84,0.28516339843749994
662.8,615.0,0.25,62.04,0.27829701202392576
662.8,620.0,0.25,58.99,0.27190364334106437
662.8,625.0,0.25,54.49,0.2632214791870118
662.8,630.0,0.25,52.76,0.2561262132263184
662.8,635.0,0.25,47.69,0.24910724044799804
662.8,640.0,0.25,45.0,0.2413253358459473
662.8,645.0,0.25,40.74,0.23451998397827145
662.8,650.0,0.25,37.1,0.22772989074707028
662.8,655.0,0.25,33.94,0.22069565933227536
662.8,660.0,0.25,30.6,0.21413444564819334
662.8,665.0,0.25,27.24,0.20812254287719723
662.8,670.0,0.25,23.8,0.20159184646606443
662.8,675.0,0.25,21.19,0.19559520233154298
662.8,680.0,0.25,18.41,0.18988847229003908
662.8,685.0,0.25,15.74,0.18442588043212887
662.8,690.0,0.25,13.45,0.17928371994018555
662.8,695.0,0.25,11.25,0.17377535217285156
662.8,700.0,0.25,9.5,0.1700827621459961
662.8,705.0,0.25,7.96,0.16605448211669926
662.8,710.0,0.25,6.46,0.16263654754638673
662.8,715.0,0.25,5.28,0.1593864579772949
662.8,720.0,0.25,4.31,0.15665516204833985
662.8,725.0,0.25,3.46,0.15448843566894532
662.8,730.0,0.25,2.79,0.15229119201660157
662.8,735.0,0.25,2.26,0.150948432006836
662.8,740.0,0.25,1.78,0.1500634310913086
662.8,745.0,0.25,1.44,0.14939205108642578
662.8,750.0,0.25,1.18,0.14899532653808595
662.8,755.0,0.25,0.94,0.14930049926757813
662.8,760.0,0.25,0.72,0.149422568359375
662.8,765.0,0.25,0.62,0.14984981018066407
662.8,770.0,0.25,0.48,0.15015498291015628
662.8,775.0,0.25,0.43,0.1514977429199219
662.8,780.0,0.25,0.34,0.1519860192871094
662.8,785.0,0.25,0.28,0.15296257202148442
662.8,790.0,0.25,0.25,0.1538170556640625
662.8,795.0,0.25,0.19,0.15601429931640626
662.8,800.0,0.25,0.18,0.15747912841796874
662.8,245.0,0.33,386.89,0.9860841235351563
662.8,250.0,0.33,414.43,0.958740646972656
662.8,255.0,0.33,355.14,0.9611820288085937
662.8,260.0,0.33,388.32,0.9488530505371093
662.8,265.0,0.33,383.68,0.9367682104492188
662.8,270.0,0.33,396.21,0.9813234289550781
662.8,275.0,0.33,374.11,0.9128426684570312
662.8,285.0,0.33,321.9,1.0000000000000003e-05
662.8,290.0,0.33,367.29,1.0000000000000003e-05
662.8,295.0,0.33,253.05,1.0000000000000003e-05
662.8,300.0,0.33,369.02,0.8328874133300779
662.8,305.0,0.33,368.6,1.0403795539855962
662.8,310.0,0.33,260.19,1.0000000000000003e-05
662.8,315.0,0.33,367.52,0.801210484008789
662.8,320.0,0.33,361.74,0.788088056640625
662.8,325.0,0.33,325.76,0.7997456549072266
662.8,330.0,0.33,340.28,0.7664818273925782
662.8,335.0,0.33,326.27,1.0000000000000003e-05
662.8,340.0,0.33,333.5,0.7453028399658204
662.8,345.0,0.33,338.25,0.7338283453369141
662.8,350.0,0.33,322.97,0.7234524725341795
662.8,355.0,0.33,311.0,0.9944153390502931
662.8,360.0,0.33,316.23,0.7019072778320312
662.8,365.0,0.33,281.95,0.7157621197509765
662.8,370.0,0.33,319.46,0.6824372576904298
662.8,375.0,0.33,303.0,0.8340470697021483
662.8,380.0,0.33,299.68,0.6614413739013674
662.8,385.0,0.33,282.19,0.7035552105712892
662.8,390.0,0.33,293.34,0.6391027301025392
662.8,395.0,0.33,276.01,0.782930637512207
662.8,400.0,0.33,263.55,0.6245154736328126
662.8,405.0,0.33,280.95,0.6094399407958986
662.8,410.0,0.33,264.01,0.7446619772338867
662.8,415.0,0.33,263.8,0.7323940335083007
662.8,420.0,0.33,263.71,0.5842021560668945
662.8,425.0,0.33,254.4,0.5745892150878906
662.8,430.0,0.33,256.4,0.5649762741088868
662.8,435.0,0.33,195.67,0.58047904876709
662.8,440.0,0.33,245.9,0.5464828067016602
662.8,445.0,0.33,237.83,0.5378464184570313
662.8,450.0,0.33,215.1,0.521641746520996
662.8,455.0,0.33,215.53,0.51758294921875
662.8,460.0,0.33,219.07,0.503361900024414
662.8,465.0,0.33,224.6,0.5036060382080079
662.8,470.0,0.33,196.69,0.5138293246459961
662.8,475.0,0.33,198.35,0.5063220755004882
662.8,480.0,0.33,196.2,0.49786879089355474
662.8,485.0,0.33,196.66,0.4858449853515625
662.8,490.0,0.33,175.82,0.48163360168457037
662.8,495.0,0.33,172.0,0.4708610043334961
662.8,500.0,0.33,172.66,0.4646965151977539
662.8,505.0,0.33,187.79,0.45044494873046875
662.8,510.0,0.33,157.57,0.44214425048828127
662.8,515.0,0.33,179.13,0.438680540008545
662.8,520.0,0.33,148.6,0.4297694963073731
662.8,525.0,0.33,158.58,0.42011077941894537
662.8,530.0,0.33,152.71,0.4124509439086914
662.8,535.0,0.33,134.87,0.38756410781860345
662.8,540.0,0.33,144.9,0.38033151412963867
662.8,545.0,0.33,125.82,0.372625902709961
662.8,550.0,0.33,119.55,0.365317015838623
662.8,555.0,0.33,127.32,0.3595950271606445
662.8,560.0,0.33,110.57,0.3521182952880859
662.8,565.0,0.33,115.3,0.3436802693176269
662.8,570.0,0.33,118.91,0.3366460379028321
662.8,575.0,0.33,100.25,0.32689576919555663
662.8,580.0,0.33,95.52,0.3227606787109374
662.8,585.0,0.33,94.0,0.316138430480957
662.8,590.0,0.33,85.4,0.30905842315673826
662.8,595.0,0.33,81.75,0.3022378126525879
662.8,600.0,0.33,79.14,0.29561556442260745
662.8,605.0,0.33,73.82,0.28885598846435534
662.8,610.0,0.33,70.53,0.28113511840820304
662.8,615.0,0.33,66.71,0.27593192337036127
662.8,620.0,0.33,61.47,0.2699200205993652
662.8,625.0,0.33,59.41,0.26305363418579103
662.8,630.0,0.33,55.64,0.25678233459472655
662.8,635.0,0.33,48.92,0.25060258682250974
662.8,640.0,0.33,45.92,0.24446861495971683
662.8,645.0,0.33,44.03,0.2376861510467529
662.8,650.0,0.33,42.0,0.2316818775939941
662.8,655.0,0.33,36.38,0.22580730255126952
662.8,660.0,0.33,35.04,0.21932238204956056
662.8,665.0,0.33,32.0,0.21358513473510743
662.8,670.0,0.33,28.55,0.20760374923706054
662.8,675.0,0.33,25.81,0.202507364654541
662.8,680.0,0.33,22.55,0.19693796234130856
662.8,685.0,0.33,20.16,0.1918720950317383
662.8,690.0,0.33,17.69,0.18689777954101564
662.8,695.0,0.33,15.48,0.18215234359741211
662.8,700.0,0.33,13.45,0.17786466674804688
662.8,705.0,0.33,11.5,0.1738211280822754
662.8,710.0,0.33,9.73,0.16993017578125003
662.8,715.0,0.33,8.04,0.16700051757812504
662.8,720.0,0.33,6.91,0.16387249710083013
662.8,725.0,0.33,5.75,0.1611259425354004
662.8,730.0,0.33,4.91,0.1583793879699707
662.8,735.0,0.33,3.5,0.15676197250366214
662.8,740.0,0.33,3.4,0.1549156774902344
662.8,745.0,0.33,2.55,0.15342033111572267
662.8,750.0,0.33,2.28,0.15241326110839848
662.8,755.0,0.33,1.64,0.15165032928466798
662.8,760.0,0.33,1.56,0.1505517074584961
662.8,765.0,0.33,1.28,0.15027705200195315
662.8,770.0,0.33,1.01,0.15058222473144534
662.8,775.0,0.33,1.12,0.15033808654785158
662.8,780.0,0.33,0.75,0.15076532836914067
662.8,785.0,0.33,0.64,0.15119257019042973
662.8,790.0,0.33,0.53,0.15125360473632815
662.8,795.0,0.33,0.45,0.1519860192871094
662.8,800.0,0.33,0.39,0.15320671020507814
662.8,805.0,0.33,0.32,0.1538170556640625
662.8,810.0,0.33,0.29,0.15454947021484378
662.8,815.0,0.33,0.3,0.1562584375
662.8,820.0,0.33,0.22,0.1568687829589844
662.8,825.0,0.33,0.2,0.1588218884277344
662.8,830.0,0.33,0.16,0.16053085571289064
662.8,835.0,0.33,0.15,0.1606529248046875
662.8,840.0,0.33,0.14,0.16309430664062502
662.8,845.0,0.33,0.14,0.16529155029296877
662.8,850.0,0.33,0.12,0.16724465576171876
662.8,475.0,0.44,216.0,0.4626671165466309
662.8,480.0,0.44,206.69,0.4514825360107422
662.8,500.0,0.44,183.66,0.42415431808471676
662.8,505.0,0.44,178.29,0.4168301725769042
662.8,510.0,0.44,187.22,0.41037576934814457
662.8,515.0,0.44,175.75,0.38931885101318364
662.8,520.0,0.44,171.93,0.382894965057373
662.8,530.0,0.44,143.65,0.3698183135986328
662.8,535.0,0.44,155.9,0.3635317553710938
662.8,540.0,0.44,146.86,0.35729097305297847
662.8,550.0,0.44,138.88,0.34432113204956055
662.8,555.0,0.44,127.16,0.338950092010498
662.8,560.0,0.44,133.0,0.3329534478759766
662.8,565.0,0.44,122.7,0.3254309400939941
662.8,570.0,0.44,111.45,0.3210822286987304
662.8,575.0,0.44,119.51,0.31525342956542957
662.8,580.0,0.44,103.1,0.3094398890686035
662.8,585.0,0.44,103.93,0.30371790039062496
662.8,590.0,0.44,93.74,0.29761444580078117
662.8,595.0,0.44,89.78,0.2911600425720214
662.8,600.0,0.44,85.7,0.2861857270812988
662.8,605.0,0.44,91.24,0.28105882522583
662.8,610.0,0.44,75.32,0.2757030438232422
662.8,612.0,0.44,92.34,0.2733837310791015
662.8,613.0,0.44,90.41,0.2726207992553711
662.8,615.0,0.44,82.09,0.2699200205993652
662.8,616.0,0.44,72.87,0.2682263119506836
662.8,618.0,0.44,85.76,0.26602906829833983
662.8,620.0,0.44,78.18,0.264457428741455
662.8,621.0,0.44,82.9,0.26378604873657224
662.8,622.0,0.44,83.47,0.26259587509155274
662.8,625.0,0.44,73.5,0.2588727677917481
662.8,627.0,0.44,62.05,0.25704173141479497
662.8,630.0,0.44,65.15,0.25379164184570313
662.8,631.0,0.44,57.38,0.2526548734283448
662.8,634.0,0.44,71.1,0.24904620590209958
662.8,635.0,0.44,58.66,0.2481612049865723
662.8,637.0,0.44,56.72,0.24649801361083984
662.8,638.0,0.44,64.28,0.2449645206451416
662.8,639.0,0.44,63.45,0.24388878677368164
662.8,640.0,0.44,60.27,0.24179072425842288
662.8,641.0,0.44,53.61,0.24174494834899904
662.8,642.0,0.44,61.01,0.2413253358459473
662.8,643.0,0.44,66.27,0.24024197265624997
662.8,644.0,0.44,64.02,0.2386703330993652
662.8,645.0,0.44,47.52,0.2373733489990234
662.8,646.0,0.44,47.81,0.2365341239929199
662.8,647.0,0.44,54.65,0.23549653671264648
662.8,648.0,0.44,48.2,0.2332840344238281
662.8,649.0,0.44,58.04,0.23336795692443849
662.8,650.0,0.44,47.35,0.23175817077636718
662.8,651.0,0.44,57.55,0.23099523895263674
662.8,652.0,0.44,58.89,0.2299881689453125
662.8,653.0,0.44,44.35,0.22888954711914064
662.8,654.0,0.44,41.8,0.22789773574829103
662.8,655.0,0.44,40.73,0.22671519142150878
662.8,656.0,0.44,39.25,0.22596751823425293
662.8,657.0,0.44,41.86,0.22486126708984372
662.8,658.0,0.44,49.5,0.22383893844604486
662.8,659.0,0.44,39.8,0.22274794593811034
662.8,660.0,0.44,40.71,0.22146622047424316
662.8,661.0,0.44,37.25,0.22022264160156246
662.8,662.0,0.44,39.45,0.21968858932495117
662.8,663.0,0.44,38.91,0.21868151931762692
662.8,664.0,0.44,37.8,0.2176515613555908
662.8,665.0,0.44,37.45,0.21654531021118162
662.8,666.0,0.44,34.99,0.21575186111450195
662.8,667.0,0.44,38.61,0.21494315338134767
662.8,668.0,0.44,32.27,0.21303582382202146
662.8,669.0,0.44,33.63,0.21262384063720702
662.8,670.0,0.44,34.26,0.21140314971923824
662.8,671.0,0.44,33.57,0.2099993551635742
662.8,672.0,0.44,33.19,0.20900754379272457
