S,K,call_price_heston,put_price_heston,call_iv_heston,put_iv_heston
650.4500122070312,650.4500122070312,175.16027752541373,159.34601336086888,0.6418116614490412,0.6342351555270163
650.4500122070312,651.4500122070312,173.49737375031842,162.30619149279346,0.6367045695489869,0.643564026245445
650.4500122070312,652.4500122070312,173.4698775255738,162.05033208878993,0.6380721268869898,0.6401497150059771
650.4500122070312,653.4500122070312,174.50449365240652,161.78037831559428,0.6436344118568821,0.6366839836016596
650.4500122070312,654.4500122070312,170.46887965380776,160.56770256464617,0.6291639940399136,0.6295041818486377
650.4500122070312,655.4500122070312,174.76217498157934,162.96320829094384,0.6475736256376616,0.6365571319213454
650.4500122070312,656.4500122070312,171.30973937063828,163.81645578253446,0.6354046709108314,0.6375208548870904
650.4500122070312,657.4500122070312,173.15932435586248,165.00991771446124,0.6441479094257467,0.6398202839694044
650.4500122070312,658.4500122070312,169.04185509178063,164.3030764698411,0.6293872319866364,0.6346332957949509
650.4500122070312,659.4500122070312,168.09152110309844,164.05874162088327,0.6271036446960363,0.631272416376423
650.4500122070312,660.4500122070312,171.04469865141846,167.6412128055521,0.6401472674910669,0.6429479118642247
650.4500122070312,661.4500122070312,171.92021677316416,166.4315034522694,0.64502213045926,0.6357835998631007
650.4500122070312,662.4500122070312,170.6637870025911,168.5123788844582,0.6415136345992162,0.6415412278152595
650.4500122070312,663.4500122070312,168.98154756969254,167.52501528317805,0.6363400351136328,0.6352554507323764
650.4500122070312,664.4500122070312,168.4553151065098,168.23315629213303,0.6357011834306548,0.6356190296310876
650.4500122070312,665.4500122070312,168.04252038322917,170.0938003517163,0.6355039629027042,0.6404909980496839
650.4500122070312,666.4500122070312,170.61739291266696,169.95374727602754,0.6469980964180696,0.6375250067217442
650.4500122070312,667.4500122070312,168.37810023636516,170.38442581029364,0.6396393075643855,0.6367918530715853
650.4500122070312,668.4500122070312,167.4248667693192,170.51888473412126,0.6373184152291715,0.6348999799252971
650.4500122070312,669.4500122070312,171.12718437110624,170.99942554430925,0.653190705884289,0.6343581403572895
650.4500122070312,670.4500122070312,166.92159308938417,171.16251738356982,0.6381507491125316,0.6325766344872396
651.4500122070312,650.4500122070312,179.03032599387436,159.46355723954426,0.6546098789648171,0.636117445367206
651.4500122070312,651.4500122070312,173.68610546902823,160.5219574052373,0.634914296211142,0.6379167376298569
651.4500122070312,652.4500122070312,174.920955685568,160.85622570373516,0.641275577452626,0.6368478218143732
651.4500122070312,653.4500122070312,174.89896872074857,161.26842561132202,0.6426600941690599,0.6360851359352173
651.4500122070312,654.4500122070312,175.98609736793262,162.6531153871058,0.6484220639456139,0.6391573594685419
651.4500122070312,655.4500122070312,173.56047466700653,163.19536902861907,0.640304891921634,0.6388997780820057
651.4500122070312,656.4500122070312,171.8421956766876,163.4188129484377,0.6349934213507065,0.637383274374293
651.4500122070312,657.4500122070312,175.80626290205038,164.01497263727148,0.6520711298629231,0.6373330612030979
651.4500122070312,658.4500122070312,170.6288753516433,166.17483354915873,0.6331311921920868,0.6434324807009194
651.4500122070312,659.4500122070312,171.87236192021726,166.19755881869656,0.6394660704473816,0.6411154663916138
651.4500122070312,660.4500122070312,169.9614974975058,165.4418439950269,0.6334038665872364,0.6357431432239451
651.4500122070312,661.4500122070312,172.51749621428195,164.97150403741392,0.6448762518650889,0.6314992976558432
651.4500122070312,662.4500122070312,170.63368048788945,164.97941050885734,0.6389130885398053,0.6291337912588866
651.4500122070312,663.4500122070312,167.27892268323856,167.7111195032783,0.6272067141310125,0.6374303638906142
651.4500122070312,664.4500122070312,167.6011089107956,169.5435587744851,0.6298956110083368,0.6421985811463372
651.4500122070312,665.4500122070312,167.42303990561734,168.3814780659756,0.6306234896491916,0.6352394804181902
651.4500122070312,666.4500122070312,165.63899073693943,168.456725236261,0.6250797007394658,0.6331265653830784
651.4500122070312,667.4500122070312,167.6590377508971,170.34039936889488,0.6343773852005565,0.6380740491361432
651.4500122070312,668.4500122070312,169.22141775291007,169.22324472003373,0.6418849695497436,0.6313038317390383
651.4500122070312,669.4500122070312,168.33243720224624,170.04983695561168,0.639815830386337,0.6321169543067329
651.4500122070312,670.4500122070312,167.9683262746903,171.60779723306285,0.6397931992553176,0.6357745138830916
652.4500122070312,650.4500122070312,173.19326827620435,158.75477427936795,0.6289416557504983,0.6347258599147871
652.4500122070312,651.4500122070312,175.9928458373017,159.8338257706879,0.6414954514633306,0.6366097199643141
652.4500122070312,652.4500122070312,173.0891467229961,159.68443542593394,0.6315061149348169,0.6336370398798736
652.4500122070312,653.4500122070312,177.58750922363188,161.56537048699673,0.6507502708858903,0.6386755790107064
652.4500122070312,654.4500122070312,171.38366553766235,161.94309426334775,0.6277423957962096,0.6377763687382003
652.4500122070312,655.4500122070312,169.80676107386446,162.01870691841876,0.6230143222553619,0.6356854422217459
652.4500122070312,656.4500122070312,172.123289493252,161.89845495906673,0.6335904700413757,0.6328248672608883
652.4500122070312,657.4500122070312,169.22414313942585,165.1994651547006,0.6236631148721874,0.6434216848132331
652.4500122070312,658.4500122070312,174.85921777411045,165.77852070151465,0.6472652164072357,0.6432993705349901
652.4500122070312,659.4500122070312,174.21104681021606,164.2888118444844,0.6461587608539276,0.6350478366479575
652.4500122070312,660.4500122070312,172.98097574764734,165.48759695438113,0.642765197611861,0.6373570390261114
652.4500122070312,661.4500122070312,169.99312228845622,166.3699896536003,0.6324857690992131,0.638419372255832
652.4500122070312,662.4500122070312,168.38095290943787,167.90989094293784,0.6276149797346031,0.6420542671735696
652.4500122070312,663.4500122070312,171.60779171288053,165.90533440308977,0.6416782439467648,0.6318042926588484
652.4500122070312,664.4500122070312,172.14663346571612,166.54982925652538,0.6452126231151746,0.6319277524634767
652.4500122070312,665.4500122070312,169.5564242123821,167.86123140990273,0.6364993303363415,0.6346525629899521
652.4500122070312,666.4500122070312,169.73616447228977,168.60952283606008,0.6386196046799849,0.6351723469840995
652.4500122070312,667.4500122070312,169.82950687020423,169.1929893549202,0.6403968357808424,0.6350450762087665
652.4500122070312,668.4500122070312,170.4643839701893,169.34496991789922,0.6442827350872866,0.6332329708144051
652.4500122070312,669.4500122070312,168.26606708662732,170.3979745773661,0.637111494048517,0.6349295400939621
652.4500122070312,670.4500122070312,168.2808677858082,170.34470991531424,0.6385698050158751,0.6323150968437252
653.4500122070312,650.4500122070312,176.58452524007936,159.49749026117203,0.6398022517077253,0.6390703218150212
653.4500122070312,651.4500122070312,176.53605980790076,160.51318878657935,0.6410970094469823,0.6407035965708605
653.4500122070312,652.4500122070312,178.97704886216624,161.0379738098949,0.6522282960829363,0.6403923486701735
653.4500122070312,653.4500122070312,171.63916943388892,161.31077410548184,0.6247527786850726,0.6390842022420464
653.4500122070312,654.4500122070312,172.42236044865837,159.7748436441857,0.6293148067794405,0.6306525022003651
653.4500122070312,655.4500122070312,175.19637171908133,162.99788919589275,0.6417072676738056,0.6409601274258829
653.4500122070312,656.4500122070312,171.45859971154863,162.51759047135474,0.628470604125146,0.6366817931316942
653.4500122070312,657.4500122070312,172.38915580555022,163.05475153444294,0.6335895927358026,0.636407146195989
653.4500122070312,658.4500122070312,168.69396464318066,163.42914257097704,0.6205592748106383,0.6354905518621001
653.4500122070312,659.4500122070312,170.0978105477707,165.6215531368835,0.6275165259327684,0.641707032980595
653.4500122070312,660.4500122070312,170.09806600902715,164.29316803257905,0.6289694389562831,0.6341037329170296
653.4500122070312,661.4500122070312,172.22377060025823,166.03267455884176,0.6387400134728756,0.6385282810814044
653.4500122070312,662.4500122070312,168.46703450735603,166.78675429925073,0.6254818643195816,0.639085867446255
653.4500122070312,663.4500122070312,172.28025722537393,167.56100711683067,0.6418295987158493,0.6397182706538757
653.4500122070312,664.4500122070312,174.68103262924785,167.63742950813776,0.6526569129406438,0.6376181855142748
653.4500122070312,665.4500122070312,168.03580916173635,166.13181667205805,0.6281028789797148,0.6293452163140103
653.4500122070312,666.4500122070312,168.1804861669433,168.84649130876042,0.6300915407236294,0.6375407814582548
653.4500122070312,667.4500122070312,165.85302284084926,169.30650672800544,0.6224505779877008,0.6369337083535753
653.4500122070312,668.4500122070312,167.88737587281992,171.51794253986367,0.6317839916961341,0.6431520558418875
653.4500122070312,669.4500122070312,166.30049095314013,170.24959777652123,0.6270223234985732,0.6358024870786183
653.4500122070312,670.4500122070312,171.1016178403268,170.80099970985762,0.6471129228653086,0.6355439557433724
654.4500122070312,650.4500122070312,176.90329675212024,158.58191476992764,0.6385112546477709,0.6368541361793241
654.4500122070312,651.4500122070312,177.41162867048587,160.26524970130563,0.6420085690527111,0.6411274972126224
654.4500122070312,652.4500122070312,176.2587657722567,161.36028654884333,0.6389414137751479,0.6430702876097372
654.4500122070312,653.4500122070312,179.0111614517377,159.4325672688046,0.6512832982826346,0.633092004013855
654.4500122070312,654.4500122070312,174.50432205819192,161.2707793463653,0.6349866040717327,0.6379545455884934
654.4500122070312,655.4500122070312,172.90035880654023,162.0872042853588,0.6301538685348371,0.6387874606169461
654.4500122070312,656.4500122070312,175.19249919223554,162.65115643168022,0.640632998617947,0.6386230300832727
654.4500122070312,657.4500122070312,176.52858660303798,163.3610182134815,0.6473476943069509,0.6390287140615472
654.4500122070312,658.4500122070312,176.68902122218503,161.81801925647315,0.6494307809525858,0.6305929962956179
654.4500122070312,659.4500122070312,170.1037998854393,163.72175992725758,0.6250528674823901,0.6356754509964958
654.4500122070312,660.4500122070312,174.69957477247831,164.82958815134103,0.6445091302164849,0.6376314009772036
654.4500122070312,661.4500122070312,172.7465768314753,165.80524499044907,0.6382975050122758,0.6390639403948672
654.4500122070312,662.4500122070312,169.83061223121965,166.78687944070907,0.6283367060605809,0.6405146517725494
654.4500122070312,663.4500122070312,172.12553642067786,166.34179732046363,0.6387424498119186,0.6363817769775131
654.4500122070312,664.4500122070312,175.5622768178955,168.43825461133068,0.6536177637085264,0.6421811803211532
654.4500122070312,665.4500122070312,172.80390658602354,166.87965301565984,0.6442478775575833,0.6337010887746253
654.4500122070312,666.4500122070312,172.3051056220208,168.46783235081585,0.643718918176489,0.6375018782646358
654.4500122070312,667.4500122070312,172.36124533089148,168.66025989155347,0.6453526176152808,0.6358560921254997
654.4500122070312,668.4500122070312,170.41781511842913,170.26640380904612,0.6391874672546983,0.6397143367486317
654.4500122070312,669.4500122070312,170.8693736608967,170.82277738936014,0.6423540318707396,0.6394786488858817
654.4500122070312,670.4500122070312,166.53152962089086,170.0912358749831,0.6268967961585186,0.6342332053381952
655.4500122070312,650.4500122070312,178.38110698776447,158.20740231408203,0.641796596380096,0.6367739381565114
655.4500122070312,651.4500122070312,177.81547010098822,159.16500105715596,0.6410533788615502,0.6381839414380268
655.4500122070312,652.4500122070312,179.23259521269662,159.00168127053476,0.6481319999011476,0.6351705141418837
655.4500122070312,653.4500122070312,176.91474770629492,160.13883866643752,0.6404691883449015,0.6372792996940762
655.4500122070312,654.4500122070312,174.96015352193385,160.09583862044894,0.634254350078881,0.6347386115792282
655.4500122070312,655.4500122070312,176.7232733564036,161.402693283038,0.642663659270687,0.6375043481312803
655.4500122070312,656.4500122070312,172.85669628564366,161.44826694514074,0.6289439635670688,0.6353086590359731
655.4500122070312,657.4500122070312,172.58373632985894,163.74412979273316,0.6293436293408721,0.6419462133018357
655.4500122070312,658.4500122070312,174.3460693287051,162.8759103953269,0.6377158402416072,0.6361582596341113
655.4500122070312,659.4500122070312,170.32163913895593,163.35154468439805,0.6234183633811621,0.6356439126993416
655.4500122070312,660.4500122070312,175.54706498582692,163.98313099236051,0.6453280698230415,0.6357374882351567
655.4500122070312,661.4500122070312,173.52895909121165,166.0732377797065,0.6388679324485044,0.6415346787570975
655.4500122070312,662.4500122070312,171.19148745688008,166.10034847115608,0.6311747616490908,0.6392527343189716
655.4500122070312,663.4500122070312,172.3851699043174,165.8581522354459,0.637276259858206,0.6359202918944583
655.4500122070312,664.4500122070312,169.72040738548125,167.64867093505117,0.6283164106858,0.6405238718629648
655.4500122070312,665.4500122070312,173.4423937777713,167.03286150440255,0.64426416079605,0.6357315650255568
655.4500122070312,666.4500122070312,170.17098021370214,169.1094434566046,0.6329328205498178,0.6414368340400233
655.4500122070312,667.4500122070312,173.41674164267744,169.9610467329512,0.6470008512693272,0.6423598265578673
655.4500122070312,668.4500122070312,171.03663020816938,168.56199073095556,0.6391408135971968,0.6345190449048709
655.4500122070312,669.4500122070312,170.17277708378592,168.16726984161946,0.6371919547042083,0.6305962875884995
655.4500122070312,670.4500122070312,169.18577753496538,169.5407660206498,0.6347651933792922,0.6335397874837592
656.4500122070312,650.4500122070312,177.85950457984964,158.1352006887918,0.6371822596394383,0.6378832379680145
656.4500122070312,651.4500122070312,177.10690908195332,158.97126777883258,0.6357106605660151,0.6388157802643554
656.4500122070312,652.4500122070312,179.79404182405239,159.0386806917516,0.6477950195663014,0.6367154995470794
656.4500122070312,653.4500122070312,176.23975491500568,160.4477384308983,0.6352753828914742,0.6398958607711419
656.4500122070312,654.4500122070312,178.19101134138188,163.41426508072107,0.6444340563287698,0.6492022065292893
656.4500122070312,655.4500122070312,174.8018221009197,159.60581219361444,0.6325870224557745,0.6318522874204107
656.4500122070312,656.4500122070312,176.28847841739457,162.06202446322604,0.6398967436646483,0.6391261005680673
656.4500122070312,657.4500122070312,175.5473639528302,162.1271581984912,0.6384544030114767,0.6370085084325446
656.4500122070312,658.4500122070312,175.38596440349784,162.08002790317627,0.6392835517726931,0.6344520958725886
656.4500122070312,659.4500122070312,174.6810469378449,162.8711366960857,0.6379793113101424,0.6351777114003412
656.4500122070312,660.4500122070312,173.94633276825172,164.0423284216292,0.6365575901318994,0.6373857386530041
656.4500122070312,661.4500122070312,173.98335268174628,164.3993569281719,0.6381517214129755,0.63640457574654
656.4500122070312,662.4500122070312,173.1438334131024,165.3167900318122,0.6363161522854901,0.6376105244573298
656.4500122070312,663.4500122070312,173.02837700140654,165.60011002742678,0.6373060938356163,0.6363364476602711
656.4500122070312,664.4500122070312,171.87985873266075,165.63302032434265,0.6342632013656797,0.6340852424447966
656.4500122070312,665.4500122070312,173.8914312126048,167.16612834859433,0.6435379752990713,0.6376786357797979
656.4500122070312,666.4500122070312,169.8129386499281,168.7570301447379,0.6290812311555853,0.6414905787852443
656.4500122070312,667.4500122070312,173.67685568344012,168.29856627225763,0.6455437975870262,0.6373166270904242
656.4500122070312,668.4500122070312,171.956215851515,169.79600290065463,0.6402607025428433,0.640752636276003
656.4500122070312,669.4500122070312,172.1511683420883,169.20337885761347,0.6424309665403386,0.6360585373713523
